text,label
जॉनेथन को तीनों किताबों को खरीदने के लिए और कितना पैसा चाहिए ?,0
जागृति ने ₹5.20 का 1 बास्केटबॉल गेम और ₹4.23 का 1 रेसिंग गेम खरीदा ।,4
जागृति ने वीडियो गेमों पर कुल कितना ख़र्चा किया ?,0
1 पानी की टंकी में 400 लीटर पानी भरा हुआ है ।,0
उसमें से 150 लीटर पानी बह,5
उसमें से 150 लीटर पानी बह गया तो उसमें कितना पानी शेष बचा है ?,0
मेरे घर में 4 बड़े टब हैं,2
मेरे घर में 4 बड़े टब हैं और 2 छोटे टब हैं ।,2
बताओ,2
"बताओ , घर में कुल कितने टब हैं ?",2
शालू के पास 19 पेंसिलें हैं ।,2
उसकी 6 पेंसिलें गुम हो गई ।,2
अब उसके पास कितनी पेंसिलें रह गईं ?,0
मालिनी के पास 18 बेसबॉल कार्ड थे ।,2
कनिष्क ने मालिनी को 26 नए बेसबॉल कार्ड दिए ।,5
मालिनी ने 40 बेसबॉल कार्ड बेचे ।,5
मालिनी के पास अब कितने बेसबॉल कार्ड हैं ?,2
अवनी ने ₹61 की 1 चॉकलेट खरीदी,4
अवनी ने ₹61 की 1 चॉकलेट खरीदी और ₹20 का शर्बत खरीदा ।,4
वह दुकानदार को कितने रुपये देगी ?,5
करिन की विज्ञान की कक्षा में छात्रों ने 1 परीक्षण के लिए प्लास्टिक के छल्ले का वज़न किया ।,0
उन्होंने देखा,0
"उन्होंने देखा कि नारंगी छल्ले का वज़न 0.08333333333333333 ग्राम , बैंगनी छल्ले का वज़न 0.3333333333333333 ग्राम और सफ़ेद छल्ले का वज़न 0.4163366666666667 ग्राम था ।",2
प्लास्टिक के छल्ले का कुल वज़न क्या था ?,2
सारा के पास बैंक में 4 रुपये और 8 पैसे थे ।,2
उसकी बहन ने उससे 4 पैसे कर्ज लिए ।,4
अब सारा के पास कितने पैसे हैं ?,2
अथर्व खिलौनों की 1 दुकान पर गया ।,1
उसने ₹4.95 की 1 फ़ुटबॉल ख़रीदी,4
"उसने ₹4.95 की 1 फ़ुटबॉल ख़रीदी , कुछ कंचों को ₹9.05 में बेचा",5
"उसने ₹4.95 की 1 फ़ुटबॉल ख़रीदी , कुछ कंचों को ₹9.05 में बेचा और फिर 1 बेसबॉल पर 6.52 रुपये खर्च किए ।",0
कुल मिलाकर,0
"कुल मिलाकर , अथर्व ने कितनी नकद राशि खर्च की ?",0
सोनाली ने 54 रुपये के बिस्किट तथा 36 रुपये का चिप्स‌ का पैकेट खरीदा ।,4
सोनाली को कितने रुपये देने होंगे ?,5
1 मोहल्ले में 43 पुरुष और 24 महिलाएँ हैं ।,2
बताओ,2
बताओ मोहल्ले में कुल मिलाकर,0
बताओ मोहल्ले में कुल मिलाकर कितने पुरूष एवं महिलाएँ हैं ?,2
विष्णु के पास 33 किताबें थीं ।,2
यदि उसने उनमें से 11 बेच,5
यदि उसने उनमें से 11 बेच दीं और 23 नई किताबें खरीदने,4
यदि उसने उनमें से 11 बेच दीं और 23 नई किताबें खरीदने के लिए कमाए,0
यदि उसने उनमें से 11 बेच दीं और 23 नई किताबें खरीदने के लिए कमाए हुए पैसों का प्रयोग किया,0
"यदि उसने उनमें से 11 बेच दीं और 23 नई किताबें खरीदने के लिए कमाए हुए पैसों का प्रयोग किया , तो विष्णु के पास कितनी किताबें होंगी ?",2
1 रिसॉर्ट ने जनवरी में 65 इंच बर्फ़ मापी ।,0
उन्होंने पहले सप्ताह के दौरान 18 इंच बर्फ़ मापी ।,0
उन्होंने दूसरे सप्ताह 25 इंच बर्फ़ मापी ।,0
बचे,0
बचे हुए महीने में उन्होंने कितनी बर्फ़ मापी ?,0
खेल के मैदान में 28 लड़कियाँ और 35 लड़के थे ।,2
लड़कियों की तुलना में कितने ज़्यादा लड़के थे ?,2
"3 बर्तनों में तेल की मात्रा क्रमशः 11.000 ली . , 5.250 ली और 3 ली . है ।",2
तीनों बर्तनों में कुल तेल की मात्रा पता करें ।,0
जेसन इस महीने फुटबॉल के 11 मैच देखने गया ।,0
जेसन इस महीने फुटबॉल के 11 मैच देखने गया ।,1
वह पिछले महीने 17 मैच देखने,0
वह पिछले महीने 17 मैच देखने गया,1
वह पिछले महीने 17 मैच देखने गया था और अगले महीने वह 16 मैच देखने जाएगा ।,0
वह पिछले महीने 17 मैच देखने गया था और अगले महीने वह 16 मैच देखने जाएगा ।,1
वह कुल कितने मैच देखेगा ?,0
1 माला में बड़े और छोटे 15 घुंगरू हैं ।,2
यदि 6 घुंगरू बड़े हैं,2
यदि 6 घुंगरू बड़े हैं तो बताओ,2
यदि 6 घुंगरू बड़े हैं तो बताओ कि छोटे घुंगरू कितने हैं ?,2
4 गाजर थीं ।,2
ख़रगोश ने 1 गाजर ले ली ।,0
अब कितनी गाजर बचीं ?,0
"1 मोहल्ले में 350 पुरुष , 107 महिलाएँ और 70 बच्चे हैं ।",2
तो बताओ,2
तो बताओ मोहल्ले की कुल जनसंख्या क्या है ?,2
वृंदा के पास शुरुआत में 36 स्टिकर थे ।,2
रागिनी ने उसे 7 दिए ।,5
वृंदा के पास कितने स्टिकर हैं ?,2
मोहन के पास ₹700 हैं,2
"मोहन के पास ₹700 हैं , उसमें से उसने ₹483 का सामान ख़रीद",4
"मोहन के पास ₹700 हैं , उसमें से उसने ₹483 का सामान ख़रीद लिया , तो बताओ",2
"मोहन के पास ₹700 हैं , उसमें से उसने ₹483 का सामान ख़रीद लिया , तो बताओ अब उसके पास कितने रुपये शेष बचे ?",0
डीनीस ने 1 बरनी में 5 केले डाले ।,0
बरनी में पहले से 46 केले थे ।,2
बरनी में अब कितने केले हैं ?,2
साधना ने अपनी छुट्टियों में कुल ₹350 खर्च किए ।,0
अगर उसने भोजन पर ₹125 खर्च किए,0
"अगर उसने भोजन पर ₹125 खर्च किए और ₹135 होटल के कमरों पर , तो उसने अन्य सामान खरीदने",4
"अगर उसने भोजन पर ₹125 खर्च किए और ₹135 होटल के कमरों पर , तो उसने अन्य सामान खरीदने पर कितना खर्चा किया ?",0
इसाबेल के पास 68 टॉफ़ियाँ थीं ।,2
उसकी सहेली ने उसे 25 टॉफ़ियाँ दीं ।,5
इसाबेल के पास कुल कितनी टॉफ़ियाँ हैं ?,2
आदिल 0.4 मील दौड़ा,0
आदिल 0.4 मील दौड़ा और 0.2 मील चला ।,0
आदिल चलने,0
आदिल चलने की तुलना में कितना ज़्यादा दौड़ा ?,0
1 दुकान में 1 डिब्बे में 34 संतरे थे ।,2
यदि उन्होंने 13 संतरे डाले,0
"यदि उन्होंने 13 संतरे डाले , फिर और 20 संतरे डाले",0
"यदि उन्होंने 13 संतरे डाले , फिर और 20 संतरे डाले , तो डिब्बे में कितने संतरे होंगे ?",2
उनमें से 36 नीम और बाकी पीपल हैं ।,2
पार्क में नीम की तुलना में कितने अधिक पीपल हैं ?,2
टॉमी के पास कुछ गुब्बारे थे ।,2
उसकी माँ ने उसे उसके जन्मदिन पर 34 और गुब्बारे दिए ।,5
अब टॉमी के पास 60 गुब्बारे हैं ।,2
पहले टॉमी के पास कितने गुब्बारे थे ?,2
गुरप्रीत ने कुछ खिलौने खरीदे ।,4
उसने ₹9.14 में 1 फ़ुटबॉल बेची,5
उसने ₹9.14 में 1 फ़ुटबॉल बेची और ₹20 का नोट देकर,5
उसने ₹9.14 में 1 फ़ुटबॉल बेची और ₹20 का नोट देकर 1 ₹6.81 की बेसबॉल खरीदी ।,4
खरीद से उसे कुल कितने रुपये वापस मिले ?,0
निलेश ने 8.50 कि . ग्राम . प्याज़ और 4.750 कि . ग्राम टमाटर खरीदे ।,4
उसने कुल कितनी सब्ज़ी खरीदी ?,4
"पिछले शनिवार को , स्पेंसर पूरे शहर में घूमा ।",0
"सबसे पहले , उसने अपने घर से लाइब्रेरी तक 0.3 मील और लाइब्रेरी से डाक घर तक 0.1 मील की दूरी तय की ।",0
फिर वह डाक घर से 0.4 मील पैदल चलकर वापस घर आया ।,0
फिर वह डाक घर से 0.4 मील पैदल चलकर वापस घर आया ।,0
स्पेंसर कुल कितने मील चला ?,0
वर्तमान में पार्क में 7 पीपल के पेड़ हैं ।,2
कर्मचारी आज 5 पीपल के पेड़ और कल 4 पीपल के पेड़ लगाएँगे ।,0
इस काम को पूरा करने,0
इस काम को पूरा करने में 8 मज़दूर लगे ।,0
मज़दूरों का काम खत्म होने,2
मज़दूरों का काम खत्म होने पर कितने पीपल के पेड़ होंगे ?,2
यूसुफ़ के पास 20 सेब थे ।,2
जूडी के पास 11 सेब हैं ।,2
यूसुफ़ को यूजीन से 7 मिले ।,0
यूसुफ़ के पास कितने सेब हैं ?,2
1 टेप 13 मीटर लम्बी थी ।,2
हेली ने कुछ डिब्बों को बंद करने,0
हेली ने कुछ डिब्बों को बंद करने के लिए टेप इस्तेमाल की ।,0
अब टेप छह मीटर लम्बी है ।,2
उसने कितनी टेप इस्तेमाल की ?,0
प्रीत के पास 9 पेंसिलें हैं ।,2
उसको मम्मी ने 2 पेंसिलें और दे दीं ।,5
अब प्रीत के पास कितनी पेंसिलें हैं ?,2
राज किताब भंडार ने जून के प्रथम सप्ताह में ₹305822 मूल्य की पुस्तकें बेचीं ।,5
इसी माह के दूसरे सप्ताह में ₹411418 मूल्य की पुस्तकें बेची गईं ।,5
दोनों सप्ताहों में कुल मिलाकर कितनी बिक्री हुई ?,0
दोनों सप्ताहों में कुल मिलाकर कितनी बिक्री हुई ?,2
बगीचे में अथर्व ने 7 सेब तोड़े,1
"बगीचे में अथर्व ने 7 सेब तोड़े , नैन्सी ने 3 सेब खाए",1
"बगीचे में अथर्व ने 7 सेब तोड़े , नैन्सी ने 3 सेब खाए और कल्पेश ने 6 सेब और 4 नाशपाती खाए ।",1
कितने सेब बचे ?,0
दैविक ने 9 नींबू तोड़े,1
दैविक ने 9 नींबू तोड़े और सारा को 4 नींबू दे दिए ।,5
दैविक के पास अब कितने नींबू हैं ?,2
अंजलि के पास 2 इरेज़र थे ।,2
जेनेट के पास 2 इरेज़र थे ।,2
यदि जेनेट ने अंजलि को अपने सभी इरेज़र दिए,5
"यदि जेनेट ने अंजलि को अपने सभी इरेज़र दिए , तो अंजलि के पास कितने इरेज़र होंगे ?",2
पिछले साल 1 देश में 90171 लोगों का जन्म हुआ,2
पिछले साल 1 देश में 90171 लोगों का जन्म हुआ था और 16320 लोगों ने आप्रवासन किया था ।,0
पिछले साल देश में कितने नए लोग रहने लगे ?,0
अथर्व के पास बैंक में 33 रुपये और 87 पैसे थे ।,2
उसके पिता ने उससे 75 पैसे लिए ।,4
उसके पास अब कितने पैसे हैं ?,2
कीर्ति के पास 45 चूड़ियाँ हैं ।,2
अंशुल के पास 26 चूड़ियाँ हैं ।,2
कीर्ति के पास अंशुल से कितनी चूड़ियाँ ज़्यादा हैं ?,2
1 बक्से में 55 संतरे थे ।,2
डेबोरा के 1 बैग में 11 संतरे हैं ।,2
सूज़न ने बक्से में 35 संतरे और डाले ।,0
बक्से में कितने संतरे हैं ?,2
अजय के पास 9 पीले गुब्बारे हैं ।,2
सारा के पास 8 पीले गुब्बारे हैं ।,2
कुल कितने पीले गुब्बारे हैं ?,2
स्कूल शुरू होने,2
स्कूल शुरू होने से पहले अहमद को 9 छोटी आस्तीन की क़मीज़ें और 21 लंबी आस्तीन की क़मीज़ें धोनी थीं ।,2
यदि स्कूल शुरू होने,2
यदि स्कूल शुरू होने तक उसने केवल 29 धोईं,0
"यदि स्कूल शुरू होने तक उसने केवल 29 धोईं , तो उसने कितनी नहीं धोईं ?",0
1 विद्यालय में कुल 492 बालक - बालिकाएँ पढ़ते हैं ।,0
"इनमें से 153 बालक , हों",2
"इनमें से 153 बालक , हों तो बालिकाओं की संख्या बताओ ?",2
"रॉन ने 1 विज्ञान की कक्षा में 2 रंगीन , धातु की बनी",0
"रॉन ने 1 विज्ञान की कक्षा में 2 रंगीन , धातु की बनी गेंदों का वज़न किया ।",0
नीली गेंद का वज़न 6 किलो और भूरी,3
नीली गेंद का वज़न 6 किलो और भूरी गेंद का वज़न 3.12 किलो था ।,2
यदि रॉन एकसाथ दोनों गेंदों को वेइंग स्केल पर रखता,0
"यदि रॉन एकसाथ दोनों गेंदों को वेइंग स्केल पर रखता है , तो वेइंग स्केल पर कुल कितना वज़न आएगा ?",0
दैविक की बिल्ली के कुछ बच्चे हुए,2
दैविक की बिल्ली के कुछ बच्चे हुए और 5 पर धब्बे थे ।,2
उसने उनमें से जेसन को 7 और टिम को 4 दिए ।,5
उसके पास अब 5 बिल्ली के बच्चे हैं ।,2
उसके पास शुरूआत में कितने बिल्ली के बच्चे थे ?,2
दैविक के पास ₹3 थे ।,2
उसने ₹1 की 1 टाॅफ़ी खरीदी ।,4
उसके पास कितने रुपये बचे हैं ?,0
क्रिसमस निकट है ।,2
नाइस पीपल इंक के अध्यक्ष श्री एँडरसन ने कम भाग्यशाली लोगों को खुशी बाँटने,5
नाइस पीपल इंक के अध्यक्ष श्री एँडरसन ने कम भाग्यशाली लोगों को खुशी बाँटने के लिए 1 चैरिटी इवेंट का आयोजन किया ।,0
सबसे पहले उन्होंने 1 अनाथालय का दौरा किया ।,0
वहाँ उन्होंने सांता के कपड़े पहनकर,0
वहाँ उन्होंने सांता के कपड़े पहनकर बच्चों को खिलौने दिए ।,5
अगर उन्होंने लड़कों को 134 खिलौना कारें और लड़कियों को 269 गुडियाँ दीं,5
"अगर उन्होंने लड़कों को 134 खिलौना कारें और लड़कियों को 269 गुडियाँ दीं , तो उन्होंने सभी को कुल कितने खिलौने दिए ?",3
"अगर उन्होंने लड़कों को 134 खिलौना कारें और लड़कियों को 269 गुडियाँ दीं , तो उन्होंने सभी को कुल कितने खिलौने दिए ?",5
एनी के दुसरे मित्र आर्यन को नाश्ता बनाने को कहा गया ।,0
एनी के दुसरे मित्र आर्यन को नाश्ता बनाने को कहा गया ।,2
"उसने 30 हॉटडॉग्स , पनीर के 20 टुकड़े और चिकन के 40 स्लाइस लाने का फैसला किया ।",0
"उसने 30 हॉटडॉग्स , पनीर के 20 टुकड़े और चिकन के 40 स्लाइस लाने का फैसला किया ।",0
आर्यन नाश्ते के लिए कितनी चीज़ें लाया ?,0
लीटर पैट्रोल ने शनिवार को 10 काँच की बोतलें और 8 एल्यूमीनियम के कैन उठाए ।,0
उन्होंने कुल कितना कचरा उठाया ?,0
उनकी यात्रा में अगला कीट भंडार था,2
"उनकी यात्रा में अगला कीट भंडार था , जो सैकड़ों कीट प्रजातियों का घर था ।",2
तितलियों और चींटियों को पसंद करने,0
तितलियों और चींटियों को पसंद करने वाली अदिति ने विभिन्न प्रजातियों की तस्वीरें लीं ।,0
"उसने तितलियों की 60 प्रजातियों , चींटियों की 15 प्रजातियों और अन्य कीड़ों की 20 प्रजातियों की तस्वीरें लीं ।",0
अदिति ने कीड़ों की कितनी प्रजातियों की तस्वीरें लीं ?,0
राघव अपने पिछवाड़े से लकड़ियाँ उठा रहा था ।,0
उसने 38 उठाईं,0
उसने 38 उठाईं लेकिन अभी भी 61 बाकी हैं ।,2
मूलतः पिछवाड़े में कितनी लकड़ियाँ थीं ?,2
लता ने 11.50 रुपये में 1 पेंसिल और 1 कलम खरीदा ।,4
उसने कुल 20 रुपये दिए ।,5
बताओ,2
बताओ उसे कितने रुपये वापस मिले ?,0
कनिष्क के पास 5 पीले गुब्बारे हैं,2
"कनिष्क के पास 5 पीले गुब्बारे हैं , सिद्धांत के पास 6 पीले गुब्बारे हैं",2
"कनिष्क के पास 5 पीले गुब्बारे हैं , सिद्धांत के पास 6 पीले गुब्बारे हैं और मालिनी के पास 7 पीले गुब्बारे हैं ।",2
गुब्बारों की क़ीमत 5 रुपये है ।,2
कुल कितने पीले गुब्बारे हैं ?,2
"फ्रॉस्टिंग के लिए , वृंदा को 300 ग्राम मक्खन की आवश्यकता होगी ।",3
"फ्रॉस्टिंग के लिए , वृंदा को 300 ग्राम मक्खन की आवश्यकता होगी ।",2
अगर उसे खेत से 149 ग्राम मिला,0
"अगर उसे खेत से 149 ग्राम मिला , तो उसे कितना अधिक मक्खन खरीदने की आवश्यकता है ?",4
"अगर उसे खेत से 149 ग्राम मिला , तो उसे कितना अधिक मक्खन खरीदने की आवश्यकता है ?",2
पार्क के कार्यकर्ता आज 73 लोकप्रिय पेड़ लगाएँगे ।,0
कार्यकर्ताओं का काम समाप्त होने,2
कार्यकर्ताओं का काम समाप्त होने पर पार्क में कितने लोकप्रिय पेड़ होंगे ?,3
अथर्व ने कुछ खिलौने खरीदे ।,4
उसने ₹9.05 के कंचे और ₹4.95 की 1 फ़ुटबॉल ख़रीदी,4
उसने ₹9.05 के कंचे और ₹4.95 की 1 फ़ुटबॉल ख़रीदी और उसे बेसबॉल वापस करने पर ₹6.52 मिले ।,0
उसने ₹9.05 के कंचे और ₹4.95 की 1 फ़ुटबॉल ख़रीदी और उसे बेसबॉल वापस करने पर ₹6.52 मिले ।,0
खिलौनों पर खर्च किए,0
खिलौनों पर खर्च किए जाने वाली शुद्ध राशि क्या है ?,2
श्रीमती गुप्ता और उनकी बहन 78 मील दूर 1 संगीत के कार्यक्रम में कार से गईं ।,1
उन्होंने 32 मील की दूरी तय की,0
उन्होंने 32 मील की दूरी तय की और फिर वे पेट्रोल भरवाने,0
उन्होंने 32 मील की दूरी तय की और फिर वे पेट्रोल भरवाने के लिए रुक गए ।,2
उनकी बहन ने गाड़ी में 28 लीटर पेट्रोल डाला ।,0
उन्हें और कितने मील की दूरी तय करनी है ?,0
जब मरीला अस्पताल में भर्ती थी,2
जब मरीला अस्पताल में भर्ती थी तब उसे कुल 403 शुभकामना कार्ड्स में से 287 दोस्तों और परिवारवालों से मिले ।,0
देश भर से मरीला को कितने शुभकामना कार्ड मिले ?,0
चूंकि कार्तिक के परिवार को पिज्जा पसंद है,2
"चूंकि कार्तिक के परिवार को पिज्जा पसंद है , इसलिए उन्होंने कुछ खरीदे ।",4
उसकी बहन ने पिज्जा के 48 स्लाइस खरीदे,4
उसकी बहन ने पिज्जा के 48 स्लाइस खरीदे और उसके भाई ने 48 खरीदे ।,4
पिज्जा के कितने स्लाइस पड़ोसियों के लिए बचे,0
पिज्जा के कितने स्लाइस पड़ोसियों के लिए बचे हैं अगर परिवारवाले पहले से ही 27 स्लाइस खा चुके हैं ?,1
नंदू के पास ₹8765 थे ।,2
उसके मामा जी ने उसे ₹4500 और दे,5
उसके मामा जी ने उसे ₹4500 और दे दिये फिर नंदू ने अपने कुल रुपये में से अपनी बहन को ₹3270 दे दिये ।,5
अब उसके पास कुल कितने रुपये बाकी बचे ?,0
मेले में हेली दिन में छह और रात में 3 सवारियों पर गई ।,1
हेली कुल कितनी सवारियों पर गई ?,1
स्कूल के लिए ऑस्कर की बस की यात्रा 0.75 मील है,2
स्कूल के लिए ऑस्कर की बस की यात्रा 0.75 मील है और चार्ली की 0.25 मील है ।,2
चार्ली की तुलना में ऑस्कर को कितनी ज़्यादा दूर बस की यात्रा करनी पड़ती है ?,0
गुरप्रीत शनिवार को मॉल में कपड़े खरीदने गई थी ।,4
गुरप्रीत शनिवार को मॉल में कपड़े खरीदने गई थी ।,1
उसने पैंट पर 9.24 रुपये का भुगतान किया,0
उसने पैंट पर 9.24 रुपये का भुगतान किया लेकिन उसकी जेब में छेद होने,2
उसने पैंट पर 9.24 रुपये का भुगतान किया लेकिन उसकी जेब में छेद होने की वजह से उसे 8.25 रुपये वापस मिले ।,0
यदि उसने ₹20 का नोट दिया,5
"यदि उसने ₹20 का नोट दिया , तो गुरप्रीत को कुल कितने पैसे वापस मिले ?",0
सेजल की माँ 101 हॉटडॉग लाईं ।,0
"कुछ घंटों बाद , डायलन की माँ 379 हॉटडॉग लाईं ।",0
उनके पास कितने हॉटडॉग हैं ?,2
1 मेले में दया ने 18 शॉल बेचे ।,5
अगले दिन उसने 27 शॉल और बेचे ।,5
कुल मिलाकर,0
कुल मिलाकर दया ने कितने शॉल बेचे ?,5
पामेला ने 9.8 किलो चीनी खरीदी,4
पामेला ने 9.8 किलो चीनी खरीदी और उसने 5.2 किलो ज़मीन पर बिखेर दी ।,1
अब कितनी चीनी बची ?,0
शुरूआत में कार्तिक के पास 7 कार्ड थे ।,2
उसे 47 और मिले ।,0
कार्तिक के पास कितने कार्ड हैं ?,2
होली पर दिव्यांश को 47 टाॅफ़ियाँ मिलीं ।,0
उसने पहली रात 25 टाॅफ़ियाँ खाईं,1
उसने पहली रात 25 टाॅफ़ियाँ खाईं और फिर उसकी बहन ने उसे 40 टाॅफ़ियाँ और दीं ।,5
अब दिव्यांश के पास कितनी टाॅफ़ियाँ हैं ?,2
अथर्व को 6 सीपियाँ और 3 स्टारफ़िश मिलीं,0
अथर्व को 6 सीपियाँ और 3 स्टारफ़िश मिलीं जिनमें से 4 सीपियाँ टूटी हुई थीं ।,1
अथर्व ने कितनी अटूट सीपियाँ मिलीं ?,0
अवकाश के समय खेल के मैदान में 27 लड़के और 35 लड़कियाँ थीं ।,2
खेल के मैदान में कितने बच्चे थे ?,2
जेसन के पास 676 पोकेमॉन कार्ड थे ।,2
ओजस्वी ने जेसन को 224 नए पोकेमॉन कार्ड खरीदकर दिए ।,4
ओजस्वी ने जेसन को 224 नए पोकेमॉन कार्ड खरीदकर दिए ।,5
जेसन के पास अब कितने पोकेमॉन कार्ड हैं ?,2
"भूकंप पर 1 पाठ के तहत 1 विज्ञान की कक्षा के छात्र , पास में उत्पन्न हुई",2
"भूकंप पर 1 पाठ के तहत 1 विज्ञान की कक्षा के छात्र , पास में उत्पन्न हुई 1 भ्रंश रेखा पर शोध कर रहे है ।",0
पिछले वर्ष के दौरान यह भ्रंश रेखा 1.25 इंच और उससे पिछले वर्ष के दौरान 5.25 इंच विस्थापित हुई ।,2
भ्रंश रेखा कुल कितनी दूर विस्थापित हुई ?,2
दलदल में 58 हंस और 37 बतखें थीं ।,2
दलदल में कुल कितने पक्षी थे ?,2
कार्ला के पास कुछ कंचे थे ।,2
कार्ला ने 489 कंचे खरीदे ।,4
अब कालरा के पास 2778 कंचे हैं ।,2
कार्ला के पास पहले कितने कंचे थे ?,2
अथर्व की डिस्क ड्राइव 28 GB खाली है ।,2
अगर वह उसमें 26 GB भर देता,5
"अगर वह उसमें 26 GB भर देता है , तो अब ड्राइव कितने GB खाली है ?",2
स्कूल में बेक कीए,0
स्कूल में बेक कीए सामान की बिक्री के लिए वर्णिका ने पेस्ट्रियाँ बनाईं,0
स्कूल में बेक कीए सामान की बिक्री के लिए वर्णिका ने पेस्ट्रियाँ बनाईं जिसमें उसने 4 कपकेक और 29 बिस्कुट बनाए ।,0
बिक्री के बाद उसके पास 24 थीं ।,2
उसने कुल कितनी पेस्ट्रियाँ बेचीं ?,5
पारुल के एमपी3 प्लेयर पर 8 गाने थे ।,2
अगर उसने इसमें से 5 पुराने गाने डिलीट कर,0
अगर उसने इसमें से 5 पुराने गाने डिलीट कर दिए और फिर 30 नए गाने डाले,0
"अगर उसने इसमें से 5 पुराने गाने डिलीट कर दिए और फिर 30 नए गाने डाले , तो उसके एमपी3 प्लेयर पर कितने गाने हैं ?",2
प्रतीक ने 1 मैच में 192 रन बनाए ।,0
उसे दोहरा शतक बनाने,0
उसे दोहरा शतक बनाने के लिए कितने रन और बनाने हैं ?,0
जयंती का भार उसके भाई के भार से 20.700 कि . ग्रा . कम है ।,2
उसके भाई का भार 72.550 कि . ग्रा . है,2
उसके भाई का भार 72.550 कि . ग्रा . है तो जयंती का भार पता करो ।,0
1 गऊशाला में 78 गाय हैं ।,2
उसमें से 43 गाय ही दूध देती हैं ।,5
जो गाय दूध नहीं देती,5
जो गाय दूध नहीं देती उनकी संख्या क्या है ?,2
श्रीमती शेरिडन के पास 11 बिल्लियाँ थीं ।,2
उन्होंने 43 और ख़रीदीं ।,4
उनके पास अब कितनी बिल्लियाँ हैं ?,2
जॉइस के पास 75 सेब थे ।,2
लैरी ने उसे 52 सेब दिए ।,5
जॉइस के पास कितने सेब हैं ?,2
"चार्ली ने बाग़ से 0.16666666666666666 बैग गोल्डन डिलिशस सेब , 0.16666666666666666 बैग मैकिन्टोश सेब और 0.33333333333333 बैग कॉर्टलैंड सेब तोड़े ।",1
चार्ली ने कुल कितने फल तोड़े ?,1
हर दिन रिचमंड के चिड़ियाघर में 1 ध्रुवीय भालू 0.2 बाल्टी ट्राउट और 0.4 बाल्टी सैल्मन खाता है ।,0
ध्रुवीय भालू प्रतिदिन कितनी बाल्टी मछलियाँ खाता है ?,0
केट के पास 223 पैसे हैं ।,2
अरिजीत के पास 388 पैसे हैं ।,2
अरिजीत के पास केट से कितने ज़्यादा पैसे हैं ?,2
1 अंतरिक्ष यान ने पृथ्वी से ग्रह X तक 0.5 प्रकाश वर्ष और ग्रह X से ग्रह Y तक 0.1 प्रकाश वर्ष की यात्रा की ।,0
फिर इसने ग्रह Y से पृथ्वी तक 0.1 प्रकाश वर्ष की यात्रा की ।,0
अंतरिक्ष यान ने कुल कितने प्रकाश वर्ष यात्रा की ?,0
पिछले साल डॉगलस जिले में अंडा उत्पादकों ने 1416 अंडों का उत्पादन किया था ।,0
इस साल उन्हीं उत्पादकों ने 4636 अंडों का उत्पादन किया ।,0
दोनों सालों में कुल कितने अंडों का उत्पादन हुआ ?,2
अथर्व ने कुछ खिलौने खरीदे ।,4
"उसने ₹9.05 के कंचे , ₹4.95 की 1 फुटबॉल खरीदी",4
"उसने ₹9.05 के कंचे , ₹4.95 की 1 फुटबॉल खरीदी और 1 बेसबॉल पर ₹6.52 खर्च किए ।",0
कुल मिलाकर,0
"कुल मिलाकर , अथर्व ने खिलौनों पर कितना पैसा खर्च किया ?",0
चार्ली के पास 31 स्नोबॉल हैं ।,2
लूसी के पास उससे 19 कम स्नोबॉल हैं ।,2
उसके पास कितनी हैं ?,2
"पुरस्कार समारोह के दिन , मृदुल और लावण्या ने इनाम जीतने",0
"पुरस्कार समारोह के दिन , मृदुल और लावण्या ने इनाम जीतने के लिए सुबह और बिस्कुट बेचने का फैसला किया ।",5
"पुरस्कार समारोह के दिन , मृदुल और लावण्या ने इनाम जीतने के लिए सुबह और बिस्कुट बेचने का फैसला किया ।",0
लावण्या ने 19 पैक बेचे,5
लावण्या ने 19 पैक बेचे और मृदुल ने 16 बेचे ।,5
उन्होंने आख़री दिन कितने पैक बेचे ?,5
बेरी काॅबलर बनाने,0
बेरी काॅबलर बनाने के लिए मारिया को बेरी के 21 डिब्बों की ज़रूरत है ।,2
उसके पास पहले से ही स्ट्रॉबेरी के 4 डिब्बे और ब्लूबेरी के 8 डिब्बे हैं ।,2
मारिया को और कितने बेरी के डिब्बे ख़रीदने चाहिए ?,4
मेलिसा के पास 88 केले थे ।,2
उसने जगत को 4 दिए ।,5
अंत में मेलिसा के पास कितने केले हैं ?,2
"पहाड़ों में उसने कीड़े , सरीसृप और पक्षियों की 532 प्रजातियाँ देखीं ।",0
यदि उसने 253 कीट प्रजातियाँ और 143 पक्षी प्रजातियाँ देखीं,0
"यदि उसने 253 कीट प्रजातियाँ और 143 पक्षी प्रजातियाँ देखीं , तो उसने कितनी सरीसृप प्रजातियाँ देखीं ?",0
श्रीमती गुप्ता 1 संगीत कार्यक्रम देखने गई थीं ।,0
श्रीमती गुप्ता 1 संगीत कार्यक्रम देखने गई थीं ।,1
कार्यक्रम देखने,0
कार्यक्रम देखने कुल 65899 लोग आए थे ।,0
"अगले हफ़्ते , वह दूसरा कार्यक्रम देखने",0
"अगले हफ़्ते , वह दूसरा कार्यक्रम देखने गईं",1
"अगले हफ़्ते , वह दूसरा कार्यक्रम देखने गईं , जिसमें पिछले कार्यक्रम की तुलना में 119 ज़्यादा लोग उपस्थित थे ।",2
दूसरे कार्यक्रम में कितने लोग उपस्थित थे,2
दराज में 9 क्रेयॉन थे ।,2
